"Address"	"Total Balance"	"delphi"	"dex"
"0xe8b87679bf143ddc835ced7670b6f594a501fd80"	6,224959595885307451	6,224959595885307451	0
"0x5780837c1d9ac3cd9b72203c8a0cfac73a9fc0b8"	32079,438564879354089499	32079,438564879354089499	0
"0x4dab9b8fca17a37e5ef0eef7d1ac09e2ac1580fb"	819,564248805474562687	819,564248805474562687	0
"0xe6cb0096927fde2cc0ba3b8dda6913e54198952e"	751,405103219953161897	751,405103219953161897	0
"0x278aea15fd6074ad8c5f890a05bb28e336be3be5"	206,081764238414507417	206,081764238414507417	0
"0x6b6582abce056d5394c18392539ee72d8979e160"	148,906267805907646107	148,906267805907646107	0
"0xc1723b93e1aadfd00806079edf11d70461c49da0"	59,574517187524179462	59,574517187524179462	0
"0x8b9fa7432c73c7135e3ec3014cc0b39720634fc2"	1913,215462643049249891	1913,215462643049249891	0
"0xa14f9b86da08467dd05b8c6e2c3a2f2c6214c60f"	655,750616413667557936	655,750616413667557936	0
"0x52cc6357cebe1b5114aea23e62cd773d6004b71d"	787,149501930715814524	787,149501930715814524	0
"0x3c3b04835a0fc640f78e63dede6b3d4ac55d688c"	122,886458113902108380	122,886458113902108380	0
"0x813413997503e41173f210c908cdb3528835cd42"	54,693402453630142190	54,693402453630142190	0
"0xf53feaeb035361c046e5669745695e450ebb4028"	8,961333463108459796	8,961333463108459796	0
"0x4ee92dbb71e04bdb8c7f83b08fc5b26659f97a4f"	518,428137954580961377	518,428137954580961377	0
"0x399abd36b9c7cef008f75d8805ee5fdf05d41773"	55,037878370609888634	55,037878370609888634	0
"0xfac44bfdc053a9615c6b0527f44416914628a0c4"	136,887024444973576465	136,887024444973576465	0
"0xdb9a122beafa7518947437477b82ac3f08727ece"	467,461030258052005593	467,461030258052005593	0
"0x5d47e5d242a8f66a6286b0a2353868875f5d6068"	63,912343251071746408	63,912343251071746408	0
"0x5e38b802525de11a54506801b296d2aa93d033ef"	331,818316365099235554	331,818316365099235554	0
"0xbbfb6566ad064c233af6314aeb1eee4c26a5f921"	1002,329179053816915257	1002,329179053816915257	0
"0x1e1a575fe7bdf0d6265e4127787d3ac93d539239"	2,209579598014144164	2,209579598014144164	0
"0x8d54eb6815574bd426be06f9748d8b5b6638c61a"	82,719076736608371903	82,719076736608371903	0
"0xa2087c31818bad0fa7d8e3504a24ddb79e235bdd"	0,784425513424309440	0,784425513424309440	0
"0xb5184bc3d68447fdba1da2f550a363e4465d666c"	293,917941653368416155	293,917941653368416155	0
"0xc67e60380e06ec8b20b3def2b86ab0966af1f060"	344,990084751947506447	344,990084751947506447	0
"0x2e614cfb16cea25bed9f07fcefcce7dfc73cd39f"	345,063171930436510593	345,063171930436510593	0
"0xaf9df16c45e28a2ad96699cc11b104c12897f625"	1210,790665006717972574	1210,790665006717972574	0
